0.000,0.000,0.000,0.587
2.306,0.200,1.038,1.053
REACHED GOAL 1
2.801,0.267,1.833,1.136
3.177,0.300,3.282,1.360
3.758,0.305,3.500,1.483
4.150,0.303,3.394,1.496
4.530,0.291,3.313,1.479
4.953,0.272,3.138,1.482
5.255,0.241,3.299,1.513
5.567,0.217,3.444,1.499
5.879,0.197,3.305,1.523
6.192,0.181,3.181,1.568
REACHED GOAL 2
6.642,0.191,3.503,1.522
7.078,0.195,3.428,1.520
7.435,0.196,4.455,1.478
7.861,0.183,4.366,1.519
8.215,0.173,4.243,1.521
8.572,0.163,4.131,1.520
8.936,0.154,4.027,1.519
9.298,0.147,3.930,1.516
9.668,0.140,3.840,1.512
10.027,0.133,3.756,1.507
10.396,0.128,3.677,1.501
10.757,0.122,3.603,1.495
11.117,0.117,3.534,1.489
11.464,0.125,3.529,1.487
11.958,0.130,3.498,1.477
12.484,0.133,3.698,1.465
12.964,0.134,3.659,1.429
